LAYER	BK	CH	VS	OL_REF	LANG	ACTION	EXPR_NO	TOKEN_POS	SOURCE_EXPRESSION	ORIGINAL_VALUES	FINAL_VALUES	RULE_CLASS	REASON	REVIEW_STATUS
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:62	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:67	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:68	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:73	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:74	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:79	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:80	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:84	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 8:11	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 11:31	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 11:33	HEB	DROP_EXPR	1		שִׁנֵּיהֶ֔ם	2		LEXICAL_FALSE_POSITIVE	"""their teeth"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 16:35	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 17:17	HEB	DROP_EXPR	1		מֵאֵ֤ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 18:26	HEB	DROP_EXPR	1		מֵאֵ֨ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 18:28	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 19:6	HEB	DROP_EXPR	1		וּשְׁנִ֣י	2		LEXICAL_FALSE_POSITIVE	שְׁנִי in the fixed scarlet/crimson dye expression is a color/material lexeme, not the numeral two.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 24:17	HEB	DROP_EXPR	1		שֵֽׁת׃	6		LEXICAL_FALSE_POSITIVE	Proper-name/body lexeme שֵׁת is not the numeral six in this context.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 28:19	HEB	REPLACE_VERSE_VALUES			שְׁנַ֖יִם | אֶחָ֑ד וְשִׁבְעָ֤ה	2;8	2;1;7	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 28:27	HEB	REPLACE_VERSE_VALUES			שְׁנַ֖יִם | אֶחָ֑ד שִׁבְעָ֥ה	2;8	2;1;7	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 31:2	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 31:28	HEB	DROP_EXPR	1		מֵאֵ֞ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 31:52	HEB	DROP_EXPR	2		מֵאֵת֙	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 31:54	HEB	DROP_EXPR	1		מֵאֵ֛ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 31:54	HEB	REPLACE_VERSE_VALUES			מֵאֵ֛ת | הָאֲלָפִ֖ים וְהַמֵּא֑וֹת	100;1100	1000;100	STRUCTURAL_COMPOSITION	Commanders/chiefs of thousands and hundreds; initial מֵאֵת is prepositional, not 100.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 33:39	HEB	REPLACE_VERSE_VALUES			שָׁלֹ֧שׁ וְעֶשְׂרִ֛ים וּמְאַ֖ת	123	123	SEMANTIC_COMPOUND	Supplied OL forms a single compound number; NIV restructuring does not change OL normalization.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 34:13	HEB	REPLACE_VERSE_VALUES			לְתִשְׁעַ֥ת | וַחֲצִ֥י	9;1/2	19/2	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 34:15	HEB	REPLACE_VERSE_VALUES			שְׁנֵ֥י | וַחֲצִ֣י	2;1/2	5/2	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 35:8	HEB	DROP_EXPR	1		מֵאֵ֤ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				OBA 1:1	HEB	DROP_EXPR	1		מֵאֵ֤ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PRO 31:22	HEB	DROP_EXPR	1		שֵׁ֖שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 6:1	HEB	DROP_EXPR	1		הַשְּׁמִינִ֗ית	8		LEXICAL_FALSE_POSITIVE	Lexicalized musical term Sheminith; excluded from numeric index rather than treated as ordinal eight.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 12:1	HEB	DROP_EXPR	1		הַשְּׁמִינִ֗ית	8		LEXICAL_FALSE_POSITIVE	Lexicalized musical term Sheminith; excluded from numeric index rather than treated as ordinal eight.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 24:5	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 27:4	HEB	DROP_EXPR	2		מֵֽאֵת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 57:5	HEB	DROP_EXPR	1		שִׁ֭נֵּיהֶם	2		LEXICAL_FALSE_POSITIVE	"""their teeth"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 69:20	HEB	DROP_EXPR	1		וּ֭בָשְׁתִּי	2		LEXICAL_FALSE_POSITIVE	verb/noun of shame, not two	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 91:7	HEB	REPLACE_VERSE_VALUES			אֶ֗לֶף וּרְבָבָ֥ה	11000	1000;10000	STRUCTURAL_COMPOSITION	A thousand at one side and ten thousand at the other are distinct quantities.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 109:20	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 118:23	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				PSA 124:6	HEB	DROP_EXPR	1		לְשִׁנֵּיהֶֽם׃	2		LEXICAL_FALSE_POSITIVE	"""to their teeth"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				REV 1:20	GRK	REPLACE_VERSE_VALUES			ἑπτὰ | ἑπτὰ | ἑπτὰ | ἑπτὰ | ἑπτὰ ἑπτὰ	7;7;7;7;14	7;7;7;7;7;7	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				REV 5:11	GRK	REPLACE_VERSE_VALUES			μυριάδες μυριάδων χιλιάδες χιλιάδων	100000000000000	10000;10000;1000;1000	STRUCTURAL_COMPOSITION	Myriad-by-myriad and thousand-by-thousand expressions are preserved as source components, not collapsed into one scalar.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				REV 11:9	GRK	REPLACE_VERSE_VALUES			τρεῖς ἥμισυ | τρεῖς ἥμισυ	3;1/2	7/2	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				REV 11:11	GRK	REPLACE_VERSE_VALUES			τρεῖς | ἥμισυ	3;1/2	7/2	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				SNG 5:15	HEB	DROP_EXPR	1		שֵׁ֔שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ZEC 1:7	HEB	REPLACE_VERSE_VALUES			עֶשְׂרִ֨ים וְאַרְבָּעָ֜ה לְעַשְׁתֵּֽי עָשָׂ֥ר | שְׁתַּ֖יִם	35;2	24;11;2	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ZEC 3:9	HEB	DROP_EXPR	2		וּמַשְׁתִּ֛י	2		LEXICAL_FALSE_POSITIVE	"Qal verb ""and I will remove"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ZEC 3:9	HEB	REPLACE_VERSE_VALUES			אַחַ֖ת שִׁבְעָ֣ה | וּמַשְׁתִּ֛י | אֶחָֽד׃	8;2;1	1;7;1	STRUCTURAL_COMPOSITION	"One stone, seven eyes, one day; וּמַשְׁתִּי is a verb ""I will remove""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ZEC 6:10	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ZEC 7:12	HEB	DROP_EXPR	2		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ZEC 14:17	HEB	DROP_EXPR	1		מֵאֵ֨ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1CH	25	19	1CH 25:19		REPLACE_VERSE_VALUES					12;12	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1CH	26	11	1CH 26:11		REPLACE_VERSE_VALUES					2;3;4;13	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1CH	27	15	1CH 27:15		REPLACE_VERSE_VALUES					12;12;24000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1CH	29	7	1CH 29:7		REPLACE_VERSE_VALUES					5000;10000;10000;18000;100000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1CO	12	28	1CO 12:28		REPLACE_VERSE_VALUES					1;2;3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1KI	10	22	1KI 10:22		REPLACE_VERSE_VALUES					1;3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1KI	5	12	1KI 5:12		REPLACE_VERSE_VALUES					3000;1005	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1KI	5	2	1KI 5:2		REPLACE_VERSE_VALUES					1;30;60	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1KI	6	1	1KI 6:1		REPLACE_VERSE_VALUES					480;4;2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1KI	6	26	1KI 6:26		REPLACE_VERSE_VALUES					1;10;2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1KI	7	25	1KI 7:25		REPLACE_VERSE_VALUES					12;3;3;3;3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1KI	7	27	1KI 7:27		REPLACE_VERSE_VALUES					10;4;1;4;3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1KI	7	38	1KI 7:38		REPLACE_VERSE_VALUES					10;40;1;4;1;1;1;10	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1SA	17	18	1SA 17:18		REPLACE_VERSE_VALUES					10	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1SA	20	36	1SA 20:36		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1SA	20	37	1SA 20:37		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1SA	23	23	1SA 23:23		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	1SA	6	7	1SA 6:7		REPLACE_VERSE_VALUES					2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2CH	14	8	2CH 14:8		REPLACE_VERSE_VALUES					1000;1000;300	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2CH	9	13	2CH 9:13		REPLACE_VERSE_VALUES					666	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2CH	9	21	2CH 9:21		REPLACE_VERSE_VALUES					1;3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2CO	12	14	2CO 12:14		REPLACE_VERSE_VALUES					3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2CO	13	1	2CO 13:1		REPLACE_VERSE_VALUES					3;2;3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2KI	2	24	2KI 2:24		REPLACE_VERSE_VALUES					2;42	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2KI	9	24	2KI 9:24		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2SA	20	1	2SA 20:1		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2SA	20	10	2SA 20:10		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2SA	20	13	2SA 20:13		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2SA	20	2	2SA 20:2		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2SA	20	22	2SA 20:22		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2SA	20	6	2SA 20:6		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	2SA	20	7	2SA 20:7		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	ACT	1	24	ACT 1:24		REPLACE_VERSE_VALUES					2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	AMO	4	8	AMO 4:8		REPLACE_VERSE_VALUES					2;3;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	DAN	3	19	DAN 3:19		REPLACE_VERSE_VALUES					7	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	DAN	5	23	DAN 5:23		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	DAN	6	1	DAN 6:1		REPLACE_VERSE_VALUES					62	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	DAN	7	10	DAN 7:10		REPLACE_VERSE_VALUES					1000;1000;10000;10000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	25	12	EXO 25:12		REPLACE_VERSE_VALUES					4;4;2;1;2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	26	19	EXO 26:19		REPLACE_VERSE_VALUES					40;20;2;1;2;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	26	8	EXO 26:8		REPLACE_VERSE_VALUES					1;30;4;1;1;11	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	36	10	EXO 36:10		REPLACE_VERSE_VALUES					5;1;1;5;1;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	36	15	EXO 36:15		REPLACE_VERSE_VALUES					1;30;4;1;1;11	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	36	24	EXO 36:24		REPLACE_VERSE_VALUES					40;20;2;1;2;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	37	3	EXO 37:3		REPLACE_VERSE_VALUES					4;4;2;1;2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	37	8	EXO 37:8		REPLACE_VERSE_VALUES					1;1;2;2;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EXO	38	29	EXO 38:29		REPLACE_VERSE_VALUES					70;2400	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	10	10	EZK 10:10		REPLACE_VERSE_VALUES					1;4	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	1	16	EZK 1:16		REPLACE_VERSE_VALUES					1;4	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
