OL_REF	LANG	EXPR_NO	TOKEN_POS	SOURCE_EXPRESSION	DIGIT_VALUE	ORIGIN	OL_TEXT
JOS 7:4	HEB	1	5	כִּשְׁלֹ֥שֶׁת אֲלָפִ֖ים	3000	RAW_PARSER	וַיַּעֲל֤וּ מִן־הָעָם֙ שָׁ֔מָּה כִּשְׁלֹ֥שֶׁת אֲלָפִ֖ים אִ֑ישׁ וַיָּנֻ֕סוּ לִפְנֵ֖י אַנְשֵׁ֥י הָעָֽי׃
JOS 7:5	HEB	1	5	כִּשְׁלֹשִׁ֤ים וְשִׁשָּׁה֙	36	RAW_PARSER	וַיַּכּ֨וּ מֵהֶ֜ם אַנְשֵׁ֣י הָעַ֗י כִּשְׁלֹשִׁ֤ים וְשִׁשָּׁה֙ אִ֔ישׁ וַֽיִּרְדְּפ֞וּם לִפְנֵ֤י הַשַּׁ֙עַר֙ עַד־הַשְּׁבָרִ֔ים וַיַּכּ֖וּם בַּמּוֹרָ֑ד וַיִּמַּ֥ס לְבַב־הָעָ֖ם וַיְהִ֥י לְמָֽיִם׃
JOS 7:21	HEB	1	1	[FINAL_COVERAGE_OVERRIDE]	1	FINAL_OVERRIDE	*וָאֶרְאֶה **וָאֵ֣רֶא בַשָּׁלָ֡ל אַדֶּ֣רֶת שִׁנְעָר֩ אַחַ֨ת טוֹבָ֜ה וּמָאתַ֧יִם שְׁקָלִ֣ים כֶּ֗סֶף וּלְשׁ֨וֹן זָהָ֤ב אֶחָד֙ חֲמִשִּׁ֤ים שְׁקָלִים֙ מִשְׁקָל֔וֹ וָֽאֶחְמְדֵ֖ם וָֽאֶקָּחֵ֑ם וְהִנָּ֨ם טְמוּנִ֥ים בָּאָ֛רֶץ בְּת֥וֹךְ הָאֽ͏ָהֳלִ֖י וְהַכֶּ֥סֶף תַּחְתֶּֽיהָ׃
JOS 7:21	HEB	2	2	[FINAL_COVERAGE_OVERRIDE]	200	FINAL_OVERRIDE	*וָאֶרְאֶה **וָאֵ֣רֶא בַשָּׁלָ֡ל אַדֶּ֣רֶת שִׁנְעָר֩ אַחַ֨ת טוֹבָ֜ה וּמָאתַ֧יִם שְׁקָלִ֣ים כֶּ֗סֶף וּלְשׁ֨וֹן זָהָ֤ב אֶחָד֙ חֲמִשִּׁ֤ים שְׁקָלִים֙ מִשְׁקָל֔וֹ וָֽאֶחְמְדֵ֖ם וָֽאֶקָּחֵ֑ם וְהִנָּ֨ם טְמוּנִ֥ים בָּאָ֛רֶץ בְּת֥וֹךְ הָאֽ͏ָהֳלִ֖י וְהַכֶּ֥סֶף תַּחְתֶּֽיהָ׃
JOS 7:21	HEB	3	3	[FINAL_COVERAGE_OVERRIDE]	1	FINAL_OVERRIDE	*וָאֶרְאֶה **וָאֵ֣רֶא בַשָּׁלָ֡ל אַדֶּ֣רֶת שִׁנְעָר֩ אַחַ֨ת טוֹבָ֜ה וּמָאתַ֧יִם שְׁקָלִ֣ים כֶּ֗סֶף וּלְשׁ֨וֹן זָהָ֤ב אֶחָד֙ חֲמִשִּׁ֤ים שְׁקָלִים֙ מִשְׁקָל֔וֹ וָֽאֶחְמְדֵ֖ם וָֽאֶקָּחֵ֑ם וְהִנָּ֨ם טְמוּנִ֥ים בָּאָ֛רֶץ בְּת֥וֹךְ הָאֽ͏ָהֳלִ֖י וְהַכֶּ֥סֶף תַּחְתֶּֽיהָ׃
JOS 7:21	HEB	4	4	[FINAL_COVERAGE_OVERRIDE]	50	FINAL_OVERRIDE	*וָאֶרְאֶה **וָאֵ֣רֶא בַשָּׁלָ֡ל אַדֶּ֣רֶת שִׁנְעָר֩ אַחַ֨ת טוֹבָ֜ה וּמָאתַ֧יִם שְׁקָלִ֣ים כֶּ֗סֶף וּלְשׁ֨וֹן זָהָ֤ב אֶחָד֙ חֲמִשִּׁ֤ים שְׁקָלִים֙ מִשְׁקָל֔וֹ וָֽאֶחְמְדֵ֖ם וָֽאֶקָּחֵ֑ם וְהִנָּ֨ם טְמוּנִ֥ים בָּאָ֛רֶץ בְּת֥וֹךְ הָאֽ͏ָהֳלִ֖י וְהַכֶּ֥סֶף תַּחְתֶּֽיהָ׃
JOS 8:3	HEB	1	10	שְׁלֹשִׁ֨ים אֶ֤לֶף	30000	RAW_PARSER	וַיָּ֧קָם יְהוֹשֻׁ֛עַ וְכָל־עַ֥ם הַמִּלְחָמָ֖ה לַעֲל֣וֹת הָעָ֑י וַיִּבְחַ֣ר יְ֠הוֹשֻׁעַ שְׁלֹשִׁ֨ים אֶ֤לֶף אִישׁ֙ גִּבּוֹרֵ֣י הַחַ֔יִל וַיִּשְׁלָחֵ֖ם לָֽיְלָה׃
JOS 8:5	HEB	1	14	בָּרִֽאשֹׁנָ֔ה	1	RAW_PARSER	וַאֲנִ֗י וְכָל־הָעָם֙ אֲשֶׁ֣ר אִתִּ֔י נִקְרַ֖ב אֶל־הָעִ֑יר וְהָיָ֗ה כִּֽי־יֵצְא֤וּ לִקְרָאתֵ֙נוּ֙ כַּאֲשֶׁ֣ר בָּרִֽאשֹׁנָ֔ה וְנַ֖סְנוּ לִפְנֵיהֶֽם׃
JOS 8:6	HEB	1	13	בָּרִֽאשֹׁנָ֑ה	1	RAW_PARSER	וְיָצְא֣וּ אַחֲרֵ֗ינוּ עַ֣ד הַתִּיקֵ֤נוּ אוֹתָם֙ מִן־הָעִ֔יר כִּ֣י יֹֽאמְר֔וּ נָסִ֣ים לְפָנֵ֔ינוּ כַּאֲשֶׁ֖ר בָּרִֽאשֹׁנָ֑ה וְנַ֖סְנוּ לִפְנֵיהֶֽם׃
JOS 8:12	HEB	1	2	כַּחֲמֵ֥שֶׁת אֲלָפִ֖ים	5000	RAW_PARSER	וַיִּקַּ֕ח כַּחֲמֵ֥שֶׁת אֲלָפִ֖ים אִ֑ישׁ וַיָּ֨שֶׂם אוֹתָ֜ם אֹרֵ֗ב בֵּ֧ין בֵּֽית־אֵ֛ל וּבֵ֥ין הָעַ֖י מִיָּ֥ם לָעִֽיר׃
JOS 8:25	HEB	1	9	שְׁנֵ֥ים עָשָׂ֖ר אָ֑לֶף	12000	RAW_PARSER	וַיְהִי֩ כָל־הַנֹּ֨פְלִ֜ים בַּיּ֤וֹם הַהוּא֙ מֵאִ֣ישׁ וְעַד־אִשָּׁ֔ה שְׁנֵ֥ים עָשָׂ֖ר אָ֑לֶף כֹּ֖ל אַנְשֵׁ֥י הָעָֽי׃
JOS 8:33	HEB	1	38	בָּרִאשֹׁנָֽה׃	1/2	MANIFEST_VERSE_OVERRIDE	וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים_׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה_׀ וּמִזֶּ֣ה_׀ לָאָר֡וֹן נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י_׀ אֲר֣וֹן בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח חֶצְיוֹ֙ אֶל־מ֣וּל הַר־גְּרִזִ֔ים וְהַֽחֶצְי֖וֹ אֶל־מ֣וּל הַר־עֵיבָ֑ל כַּאֲשֶׁ֨ר צִוָּ֜ה מֹשֶׁ֣ה עֶֽבֶד־יְהוָ֗ה לְבָרֵ֛ךְ אֶת־הָעָ֥ם יִשְׂרָאֵ֖ל בָּרִאשֹׁנָֽה׃
JOS 8:33	HEB	2	38	בָּרִאשֹׁנָֽה׃	1/2	MANIFEST_VERSE_OVERRIDE	וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים_׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה_׀ וּמִזֶּ֣ה_׀ לָאָר֡וֹן נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י_׀ אֲר֣וֹן בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח חֶצְיוֹ֙ אֶל־מ֣וּל הַר־גְּרִזִ֔ים וְהַֽחֶצְי֖וֹ אֶל־מ֣וּל הַר־עֵיבָ֑ל כַּאֲשֶׁ֨ר צִוָּ֜ה מֹשֶׁ֣ה עֶֽבֶד־יְהוָ֗ה לְבָרֵ֛ךְ אֶת־הָעָ֥ם יִשְׂרָאֵ֖ל בָּרִאשֹׁנָֽה׃
JOS 9:2	HEB	1	9	אֶחָֽד׃	1	RAW_PARSER	וַיִּֽתְקַבְּצ֣וּ יַחְדָּ֔ו לְהִלָּחֵ֥ם עִם־יְהוֹשֻׁ֖עַ וְעִם־יִשְׂרָאֵ֑ל פֶּ֖ה אֶחָֽד׃ פ
JOS 9:10	HEB	1	5	לִשְׁנֵי֙	2	RAW_PARSER	וְאֵ֣ת_׀ כָּל־אֲשֶׁ֣ר עָשָׂ֗ה לִשְׁנֵי֙ מַלְכֵ֣י הָאֱמֹרִ֔י אֲשֶׁ֖ר בְּעֵ֣בֶר הַיַּרְדֵּ֑ן לְסִיחוֹן֙ מֶ֣לֶךְ חֶשְׁבּ֔וֹן וּלְע֥וֹג מֶֽלֶךְ־הַבָּשָׁ֖ן אֲשֶׁ֥ר בְּעַשְׁתָּרֽוֹת׃
JOS 9:16	HEB	1	3	שְׁלֹ֣שֶׁת	3	RAW_PARSER	וַיְהִ֗י מִקְצֵה֙ שְׁלֹ֣שֶׁת יָמִ֔ים אַחֲרֵ֕י אֲשֶׁר־כָּרְת֥וּ לָהֶ֖ם בְּרִ֑ית וַֽיִּשְׁמְע֗וּ כִּי־קְרֹבִ֥ים הֵם֙ אֵלָ֔יו וּבְקִרְבּ֖וֹ הֵ֥ם יֹשְׁבִֽים׃
JOS 9:17	HEB	1	8	הַשְּׁלִישִׁ֑י	3	RAW_PARSER	וַיִּסְע֣וּ בְנֵֽי־יִשְׂרָאֵ֗ל וַיָּבֹ֛אוּ אֶל־עָרֵיהֶ֖ם בַּיּ֣וֹם הַשְּׁלִישִׁ֑י וְעָרֵיהֶם֙ גִּבְע֣וֹן וְהַכְּפִירָ֔ה וּבְאֵר֖וֹת וְקִרְיַ֥ת_יְעָרִֽים׃
JOS 10:2	HEB	1	7	כְּאַחַ֖ת	1	RAW_PARSER	וַיִּֽירְא֣וּ מְאֹ֔ד כִּ֣י עִ֤יר גְּדוֹלָה֙ גִּבְע֔וֹן כְּאַחַ֖ת עָרֵ֣י הַמַּמְלָכָ֑ה וְכִ֨י הִ֤יא גְדוֹלָה֙ מִן־הָעַ֔י וְכָל־אֲנָשֶׁ֖יהָ גִּבֹּרִֽים׃
JOS 10:5	HEB	1	3	חֲמֵ֣שֶׁת_׀	5	RAW_PARSER	וַיֵּאָסְפ֨וּ וַֽיַּעֲל֜וּ חֲמֵ֣שֶׁת_׀ מַלְכֵ֣י הָאֱמֹרִ֗י מֶ֣לֶךְ יְרוּשָׁלַ͏ִ֜ם מֶֽלֶךְ־חֶבְר֤וֹן מֶֽלֶךְ־יַרְמוּת֙ מֶֽלֶךְ־לָכִ֣ישׁ מֶֽלֶךְ־עֶגְל֔וֹן הֵ֖ם וְכָל־מַֽחֲנֵיהֶ֑ם וַֽיַּחֲנוּ֙ עַל־גִּבְע֔וֹן וַיִּֽלָּחֲמ֖וּ עָלֶֽיהָ׃
JOS 10:13	HEB	1	17	בַּחֲצִ֣י	1/2	RAW_PARSER	וַיִּדֹּ֨ם הַשֶּׁ֜מֶשׁ וְיָרֵ֣חַ עָמָ֗ד עַד־יִקֹּ֥ם גּוֹי֙ אֹֽיְבָ֔יו הֲלֹא־הִ֥יא כְתוּבָ֖ה עַל־סֵ֣פֶר הַיָּשָׁ֑ר וַיַּעֲמֹ֤ד הַשֶּׁ֙מֶשׁ֙ בַּחֲצִ֣י הַשָּׁמַ֔יִם וְלֹא־אָ֥ץ לָב֖וֹא כְּי֥וֹם תָּמִֽים׃
JOS 10:16	HEB	1	2	חֲמֵ֖שֶׁת	5	RAW_PARSER	וַיָּנֻ֕סוּ חֲמֵ֖שֶׁת הַמְּלָכִ֣ים הָאֵ֑לֶּה וַיֵּחָבְא֥וּ בַמְּעָרָ֖ה בְּמַקֵּדָֽה׃
JOS 10:17	HEB	1	5	חֲמֵ֣שֶׁת	5	RAW_PARSER	וַיֻּגַּ֖ד לִיהוֹשֻׁ֣עַ לֵאמֹ֑ר נִמְצְאוּ֙ חֲמֵ֣שֶׁת הַמְּלָכִ֔ים נֶחְבְּאִ֥ים בַּמְּעָרָ֖ה בְּמַקֵּדָֽה׃
JOS 10:22	HEB	1	10	חֲמֵ֛שֶׁת	5	RAW_PARSER	וַיֹּ֣אמֶר יְהוֹשֻׁ֔עַ פִּתְח֖וּ אֶת־פִּ֣י הַמְּעָרָ֑ה וְהוֹצִ֣יאוּ אֵלַ֗י אֶת־חֲמֵ֛שֶׁת הַמְּלָכִ֥ים הָאֵ֖לֶּה מִן־הַמְּעָרָֽה׃
JOS 10:23	HEB	1	6	חֲמֵ֛שֶׁת	5	RAW_PARSER	וַיַּ֣עֲשׂוּ כֵ֔ן וַיֹּצִ֣יאוּ אֵלָ֗יו אֶת־חֲמֵ֛שֶׁת הַמְּלָכִ֥ים הָאֵ֖לֶּה מִן־הַמְּעָרָ֑ה אֵ֣ת_׀ מֶ֣לֶךְ יְרוּשָׁלַ͏ִ֗ם אֶת־מֶ֤לֶךְ חֶבְרוֹן֙ אֶת־מֶ֣לֶךְ יַרְמ֔וּת אֶת־מֶ֥לֶךְ לָכִ֖ישׁ אֶת־מֶ֥לֶךְ עֶגְלֽוֹן׃
JOS 10:26	HEB	1	8	חֲמִשָּׁ֣ה	5	RAW_PARSER	וַיַּכֵּ֨ם יְהוֹשֻׁ֤עַ אַֽחֲרֵי־כֵן֙ וַיְמִיתֵ֔ם וַיִּתְלֵ֕ם עַ֖ל חֲמִשָּׁ֣ה עֵצִ֑ים וַיִּֽהְי֛וּ תְּלוּיִ֥ם עַל־הָעֵצִ֖ים עַד־הָעָֽרֶב׃
JOS 10:32	HEB	1	9	הַשֵּׁנִ֔י	2	RAW_PARSER	וַיִּתֵּן֩ יְהוָ֨ה אֶת־לָכִ֜ישׁ בְּיַ֣ד יִשְׂרָאֵ֗ל וַֽיִּלְכְּדָהּ֙ בַּיּ֣וֹם הַשֵּׁנִ֔י וַיַּכֶּ֣הָ לְפִי־חֶ֔רֶב וְאֶת־כָּל־הַנֶּ֖פֶשׁ אֲשֶׁר־בָּ֑הּ כְּכֹ֥ל אֲשֶׁר־עָשָׂ֖ה לְלִבְנָֽה׃ פ
JOS 10:42	HEB	1	10	אֶחָ֑ת	1	RAW_PARSER	וְאֵ֨ת כָּל־הַמְּלָכִ֤ים הָאֵ֙לֶּה֙ וְאֶת־אַרְצָ֔ם לָכַ֥ד יְהוֹשֻׁ֖עַ פַּ֣עַם אֶחָ֑ת כִּ֗י יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל נִלְחָ֖ם לְיִשְׂרָאֵֽל׃
JOS 12:2	HEB	1	15	וַחֲצִ֣י	1/2	RAW_PARSER	סִיחוֹן֙ מֶ֣לֶךְ הָאֱמֹרִ֔י הַיּוֹשֵׁ֖ב בְּחֶשְׁבּ֑וֹן מֹשֵׁ֡ל מֵעֲרוֹעֵ֡ר אֲשֶׁר֩ עַל־שְׂפַת־נַ֨חַל אַרְנ֜וֹן וְת֤וֹךְ הַנַּ֙חַל֙ וַחֲצִ֣י הַגִּלְעָ֔ד וְעַד֙ יַבֹּ֣ק הַנַּ֔חַל גְּב֖וּל בְּנֵ֥י עַמּֽוֹן׃
JOS 12:5	HEB	1	11	וַחֲצִי֙	1/2	RAW_PARSER	וּ֠מֹשֵׁל בְּהַ֨ר חֶרְמ֤וֹן וּבְסַלְכָה֙ וּבְכָל־הַבָּשָׁ֔ן עַד־גְּב֥וּל הַגְּשׁוּרִ֖י וְהַמַּעֲכָתִ֑י וַחֲצִי֙ הַגִּלְעָ֔ד גְּב֖וּל סִיח֥וֹן מֶֽלֶךְ־חֶשְׁבּֽוֹן׃
JOS 12:6	HEB	1	14	וְלַחֲצִ֖י	1/2	RAW_PARSER	מֹשֶׁ֧ה עֶֽבֶד־יְהוָ֛ה וּבְנֵ֥י יִשְׂרָאֵ֖ל הִכּ֑וּם וַֽ֠יִּתְּנָהּ מֹשֶׁ֨ה עֶֽבֶד־יְהוָ֜ה יְרֻשָּׁ֗ה לָרֻֽאוּבֵנִי֙ וְלַגָּדִ֔י וְלַחֲצִ֖י שֵׁ֥בֶט הַֽמְנַשֶּֽׁה׃ ס
JOS 12:9	HEB	1	3	אֶחָ֑ד	1	RAW_PARSER	מֶ֥לֶךְ יְרִיח֖וֹ אֶחָ֑ד מֶ֧לֶךְ הָעַ֛י אֲשֶׁר־מִצַּ֥ד בֵּֽית־אֵ֖ל אֶחָֽד׃
JOS 12:9	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֥לֶךְ יְרִיח֖וֹ אֶחָ֑ד מֶ֧לֶךְ הָעַ֛י אֲשֶׁר־מִצַּ֥ד בֵּֽית־אֵ֖ל אֶחָֽד׃
JOS 12:10	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ יְרוּשָׁלַ͏ִ֙ם֙ אֶחָ֔ד מֶ֥לֶךְ חֶבְר֖וֹן אֶחָֽד׃
JOS 12:10	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ יְרוּשָׁלַ͏ִ֙ם֙ אֶחָ֔ד מֶ֥לֶךְ חֶבְר֖וֹן אֶחָֽד׃
JOS 12:11	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ יַרְמוּת֙ אֶחָ֔ד מֶ֥לֶךְ לָכִ֖ישׁ אֶחָֽד׃
JOS 12:11	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ יַרְמוּת֙ אֶחָ֔ד מֶ֥לֶךְ לָכִ֖ישׁ אֶחָֽד׃
JOS 12:12	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ עֶגְלוֹן֙ אֶחָ֔ד מֶ֥לֶךְ גֶּ֖זֶר אֶחָֽד׃
JOS 12:12	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ עֶגְלוֹן֙ אֶחָ֔ד מֶ֥לֶךְ גֶּ֖זֶר אֶחָֽד׃
JOS 12:13	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ דְּבִר֙ אֶחָ֔ד מֶ֥לֶךְ גֶּ֖דֶר אֶחָֽד׃
JOS 12:13	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ דְּבִר֙ אֶחָ֔ד מֶ֥לֶךְ גֶּ֖דֶר אֶחָֽד׃
JOS 12:14	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ חָרְמָה֙ אֶחָ֔ד מֶ֥לֶךְ עֲרָ֖ד אֶחָֽד׃
JOS 12:14	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ חָרְמָה֙ אֶחָ֔ד מֶ֥לֶךְ עֲרָ֖ד אֶחָֽד׃
JOS 12:15	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ לִבְנָה֙ אֶחָ֔ד מֶ֥לֶךְ עֲדֻלָּ֖ם אֶחָֽד׃
JOS 12:15	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ לִבְנָה֙ אֶחָ֔ד מֶ֥לֶךְ עֲדֻלָּ֖ם אֶחָֽד׃
JOS 12:16	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ מַקֵּדָה֙ אֶחָ֔ד מֶ֥לֶךְ בֵּֽית־אֵ֖ל אֶחָֽד׃
JOS 12:16	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ מַקֵּדָה֙ אֶחָ֔ד מֶ֥לֶךְ בֵּֽית־אֵ֖ל אֶחָֽד׃
JOS 12:17	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ תַּפּ֙וּחַ֙ אֶחָ֔ד מֶ֥לֶךְ חֵ֖פֶר אֶחָֽד׃
JOS 12:17	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ תַּפּ֙וּחַ֙ אֶחָ֔ד מֶ֥לֶךְ חֵ֖פֶר אֶחָֽד׃
JOS 12:18	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ אֲפֵק֙ אֶחָ֔ד מֶ֥לֶךְ לַשָּׁר֖וֹן אֶחָֽד׃
JOS 12:18	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ אֲפֵק֙ אֶחָ֔ד מֶ֥לֶךְ לַשָּׁר֖וֹן אֶחָֽד׃
JOS 12:19	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ מָדוֹן֙ אֶחָ֔ד מֶ֥לֶךְ חָצ֖וֹר אֶחָֽד׃
JOS 12:19	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ מָדוֹן֙ אֶחָ֔ד מֶ֥לֶךְ חָצ֖וֹר אֶחָֽד׃
JOS 12:20	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֣לֶךְ שִׁמְר֤וֹן_מְראוֹן֙ אֶחָ֔ד מֶ֥לֶךְ אַכְשָׁ֖ף אֶחָֽד׃
JOS 12:20	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֣לֶךְ שִׁמְר֤וֹן_מְראוֹן֙ אֶחָ֔ד מֶ֥לֶךְ אַכְשָׁ֖ף אֶחָֽד׃
JOS 12:21	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ תַּעְנַךְ֙ אֶחָ֔ד מֶ֥לֶךְ מְגִדּ֖וֹ אֶחָֽד׃
JOS 12:21	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ תַּעְנַךְ֙ אֶחָ֔ד מֶ֥לֶךְ מְגִדּ֖וֹ אֶחָֽד׃
JOS 12:22	HEB	1	3	אֶחָ֔ד	1	RAW_PARSER	מֶ֤לֶךְ קֶ֙דֶשׁ֙ אֶחָ֔ד מֶֽלֶךְ־יָקְנֳעָ֥ם לַכַּרְמֶ֖ל אֶחָֽד׃
JOS 12:22	HEB	2	3	אֶחָֽד׃	1	RAW_PARSER	מֶ֤לֶךְ קֶ֙דֶשׁ֙ אֶחָ֔ד מֶֽלֶךְ־יָקְנֳעָ֥ם לַכַּרְמֶ֖ל אֶחָֽד׃
JOS 12:23	HEB	1	5	אֶחָ֑ד	1	RAW_PARSER	מֶ֥לֶךְ דּ֛וֹר לְנָפַ֥ת דּ֖וֹר אֶחָ֑ד מֶֽלֶךְ־גּוֹיִ֥ם לְגִלְגָּ֖ל אֶחָֽד׃
JOS 12:23	HEB	2	5	אֶחָֽד׃	1	RAW_PARSER	מֶ֥לֶךְ דּ֛וֹר לְנָפַ֥ת דּ֖וֹר אֶחָ֑ד מֶֽלֶךְ־גּוֹיִ֥ם לְגִלְגָּ֖ל אֶחָֽד׃
JOS 12:24	HEB	1	3	אֶחָ֑ד	1	RAW_PARSER	מֶ֥לֶךְ תִּרְצָ֖ה אֶחָ֑ד כָּל־מְלָכִ֖ים שְׁלֹשִׁ֥ים וְאֶחָֽד׃ פ
JOS 12:24	HEB	2	6	שְׁלֹשִׁ֥ים וְאֶחָֽד׃	31	RAW_PARSER	מֶ֥לֶךְ תִּרְצָ֖ה אֶחָ֑ד כָּל־מְלָכִ֖ים שְׁלֹשִׁ֥ים וְאֶחָֽד׃ פ
JOS 13:3	HEB	1	13	חֲמֵ֣שֶׁת_׀	5	RAW_PARSER	מִֽן־הַשִּׁיח֞וֹר אֲשֶׁ֣ר_׀ עַל־פְּנֵ֣י מִצְרַ֗יִם וְעַ֨ד גְּב֤וּל עֶקְרוֹן֙ צָפ֔וֹנָה לַֽכְּנַעֲנִ֖י תֵּחָשֵׁ֑ב חֲמֵ֣שֶׁת_׀ סַרְנֵ֣י פְלִשְׁתִּ֗ים הָעַזָּתִ֤י וְהָאַשְׁדּוֹדִי֙ הָאֶשְׁקְלוֹנִ֣י הַגִּתִּ֔י וְהָעֶקְרוֹנִ֖י וְהָעַוִּֽים׃
JOS 13:7	HEB	1	7	לְתִשְׁעַ֣ת	9	RAW_PARSER	וְעַתָּ֗ה חַלֵּ֞ק אֶת־הָאָ֧רֶץ הַזֹּ֛את בְּנַחֲלָ֖ה לְתִשְׁעַ֣ת הַשְּׁבָטִ֑ים וַחֲצִ֖י הַשֵּׁ֥בֶט הַֽמְנַשֶּֽׁה׃
JOS 13:7	HEB	2	9	וַחֲצִ֖י	1/2	RAW_PARSER	וְעַתָּ֗ה חַלֵּ֞ק אֶת־הָאָ֧רֶץ הַזֹּ֛את בְּנַחֲלָ֖ה לְתִשְׁעַ֣ת הַשְּׁבָטִ֑ים וַחֲצִ֖י הַשֵּׁ֥בֶט הַֽמְנַשֶּֽׁה׃
JOS 13:25	HEB	1	8	וַחֲצִ֕י	1/2	RAW_PARSER	וַיְהִ֤י לָהֶם֙ הַגְּב֔וּל יַעְזֵר֙ וְכָל־עָרֵ֣י הַגִּלְעָ֔ד וַחֲצִ֕י אֶ֖רֶץ בְּנֵ֣י עַמּ֑וֹן עַד־עֲרוֹעֵ֕ר אֲשֶׁ֖ר עַל־פְּנֵ֥י רַבָּֽה׃
JOS 13:29	HEB	1	3	לַחֲצִ֖י	1/2	RAW_PARSER	וַיִּתֵּ֣ן מֹשֶׁ֔ה לַחֲצִ֖י שֵׁ֣בֶט מְנַשֶּׁ֑ה וַיְהִ֗י לַחֲצִ֛י מַטֵּ֥ה בְנֵֽי־מְנַשֶּׁ֖ה לְמִשְׁפְּחוֹתָֽם׃
JOS 13:29	HEB	2	3	לַחֲצִ֛י	1/2	RAW_PARSER	וַיִּתֵּ֣ן מֹשֶׁ֔ה לַחֲצִ֖י שֵׁ֣בֶט מְנַשֶּׁ֑ה וַיְהִ֗י לַחֲצִ֛י מַטֵּ֥ה בְנֵֽי־מְנַשֶּׁ֖ה לְמִשְׁפְּחוֹתָֽם׃
JOS 13:30	HEB	1	16	שִׁשִּׁ֥ים	60	RAW_PARSER	וַיְהִ֣י גְבוּלָ֗ם מִמַּחֲנַ֨יִם כָּֽל־הַבָּשָׁ֜ן כָּֽל־מַמְלְכ֣וּת_׀ ע֣וֹג מֶֽלֶךְ־הַבָּשָׁ֗ן וְכָל־חַוֺּ֥ת יָאִ֛יר אֲשֶׁ֥ר בַּבָּשָׁ֖ן שִׁשִּׁ֥ים עִֽיר׃
JOS 13:31	HEB	1	1	וַחֲצִ֤י	1/2	RAW_PARSER	וַחֲצִ֤י הַגִּלְעָד֙ וְעַשְׁתָּר֣וֹת וְאֶדְרֶ֔עִי עָרֵ֛י מַמְלְכ֥וּת ע֖וֹג בַּבָּשָׁ֑ן לִבְנֵ֤י מָכִיר֙ בֶּן־מְנַשֶּׁ֔ה לַחֲצִ֥י בְנֵֽי־מָכִ֖יר לְמִשְׁפְּחוֹתָֽם׃
